id,tx,ty,tz,qw,qx,qy,qz,fx,fy,cx,cy
244,2.019610,-1.896769,-5.201454,0.187549,0.022863,-0.974769,0.118858,1414.141602,1414.141602,480,270
245,2.021611,-1.899194,-5.218981,0.189374,0.022995,-0.974474,0.118360,1414.141602,1414.141602,480,270
246,2.024028,-1.901621,-5.236612,0.191586,0.023154,-0.974111,0.117755,1414.141602,1414.141602,480,270
247,2.026850,-1.904050,-5.254342,0.194176,0.023336,-0.973679,0.117048,1414.141602,1414.141602,480,270
248,2.030068,-1.906479,-5.272164,0.197139,0.023541,-0.973175,0.116239,1414.141602,1414.141602,480,270
249,2.033670,-1.908908,-5.290074,0.200467,0.023765,-0.972598,0.115331,1414.141602,1414.141602,480,270
250,2.037648,-1.911337,-5.308065,0.204152,0.024007,-0.971944,0.114325,1414.141602,1414.141602,480,270
251,2.041989,-1.913765,-5.326132,0.208187,0.024264,-0.971211,0.113223,1414.141602,1414.141602,480,270
252,2.046684,-1.916191,-5.344269,0.212564,0.024534,-0.970394,0.112029,1414.141602,1414.141602,480,270
253,2.051722,-1.918614,-5.362471,0.217277,0.024813,-0.969490,0.110742,1414.141602,1414.141602,480,270
254,2.057093,-1.921033,-5.380731,0.222316,0.025099,-0.968496,0.109367,1414.141602,1414.141602,480,270
255,2.062787,-1.923449,-5.399044,0.227675,0.025389,-0.967407,0.107904,1414.141602,1414.141602,480,270
256,2.068792,-1.925859,-5.417405,0.233345,0.025679,-0.966219,0.106356,1414.141602,1414.141602,480,270
257,2.075100,-1.928264,-5.435807,0.239318,0.025967,-0.964928,0.104725,1414.141602,1414.141602,480,270
258,2.081698,-1.930662,-5.454246,0.245586,0.026250,-0.963528,0.103013,1414.141602,1414.141602,480,270
259,2.088578,-1.933053,-5.472715,0.252142,0.026524,-0.962016,0.101223,1414.141602,1414.141602,480,270
260,2.095727,-1.935437,-5.491210,0.258976,0.026786,-0.960386,0.099357,1414.141602,1414.141602,480,270
261,2.103137,-1.937811,-5.509723,0.266081,0.027033,-0.958634,0.097417,1414.141602,1414.141602,480,270
262,2.110797,-1.940177,-5.528249,0.273447,0.027262,-0.956756,0.095407,1414.141602,1414.141602,480,270
263,2.118696,-1.942533,-5.546783,0.281066,0.027468,-0.954745,0.093327,1414.141602,1414.141602,480,270
264,2.126823,-1.944877,-5.565320,0.288929,0.027650,-0.952597,0.091182,1414.141602,1414.141602,480,270
265,2.135170,-1.947211,-5.583853,0.297027,0.027803,-0.950308,0.088974,1414.141602,1414.141602,480,270
266,2.143724,-1.949532,-5.602377,0.305351,0.027925,-0.947873,0.086705,1414.141602,1414.141602,480,270
267,2.152476,-1.951840,-5.620886,0.313893,0.028012,-0.945287,0.084378,1414.141602,1414.141602,480,270
268,2.161415,-1.954135,-5.639375,0.322642,0.028062,-0.942545,0.081997,1414.141602,1414.141602,480,270
269,2.170531,-1.956415,-5.657837,0.331589,0.028071,-0.939644,0.079564,1414.141602,1414.141602,480,270
270,2.179813,-1.958680,-5.676267,0.340725,0.028036,-0.936578,0.077083,1414.141602,1414.141602,480,270
271,2.189252,-1.960929,-5.694661,0.350040,0.027955,-0.933344,0.074556,1414.141602,1414.141602,480,270
272,2.198836,-1.963162,-5.713010,0.359524,0.027825,-0.929939,0.071987,1414.141602,1414.141602,480,270
273,2.208555,-1.965377,-5.731311,0.369169,0.027642,-0.926357,0.069380,1414.141602,1414.141602,480,270
274,2.218399,-1.967575,-5.749557,0.378963,0.027406,-0.922596,0.066736,1414.141602,1414.141602,480,270
275,2.228358,-1.969753,-5.767744,0.388896,0.027113,-0.918652,0.064061,1414.141602,1414.141602,480,270
276,2.238420,-1.971913,-5.785863,0.398960,0.026760,-0.914522,0.061357,1414.141602,1414.141602,480,270
277,2.248576,-1.974052,-5.803913,0.409142,0.026347,-0.910204,0.058628,1414.141602,1414.141602,480,270
278,2.258816,-1.976170,-5.821884,0.419435,0.025871,-0.905695,0.055878,1414.141602,1414.141602,480,270
279,2.269128,-1.978266,-5.839773,0.429826,0.025330,-0.900992,0.053110,1414.141602,1414.141602,480,270
280,2.279502,-1.980340,-5.857574,0.440307,0.024723,-0.896095,0.050329,1414.141602,1414.141602,480,270
281,2.289929,-1.982392,-5.875280,0.450866,0.024048,-0.891000,0.047536,1414.141602,1414.141602,480,270
282,2.300397,-1.984419,-5.892886,0.461494,0.023303,-0.885708,0.044738,1414.141602,1414.141602,480,270
283,2.310897,-1.986422,-5.910387,0.472180,0.022489,-0.880217,0.041936,1414.141602,1414.141602,480,270
284,2.321417,-1.988399,-5.927777,0.482914,0.021604,-0.874526,0.039136,1414.141602,1414.141602,480,270
285,2.331948,-1.990350,-5.945050,0.493685,0.020647,-0.868636,0.036340,1414.141602,1414.141602,480,270
286,2.342478,-1.992275,-5.962200,0.504484,0.019618,-0.862546,0.033553,1414.141602,1414.141602,480,270
287,2.352998,-1.994172,-5.979222,0.515300,0.018516,-0.856257,0.030779,1414.141602,1414.141602,480,270
288,2.363498,-1.996042,-5.996111,0.526124,0.017341,-0.849769,0.028021,1414.141602,1414.141602,480,270
289,2.373966,-1.997882,-6.012860,0.536944,0.016095,-0.843085,0.025282,1414.141602,1414.141602,480,270
290,2.384393,-1.999692,-6.029463,0.547752,0.014775,-0.836206,0.022568,1414.141602,1414.141602,480,270
291,2.394768,-2.001472,-6.045916,0.558538,0.013385,-0.829133,0.019880,1414.141602,1414.141602,480,270
292,2.405080,-2.003222,-6.062213,0.569292,0.011923,-0.821869,0.017224,1414.141602,1414.141602,480,270
293,2.415319,-2.004939,-6.078348,0.580004,0.010391,-0.814417,0.014601,1414.141602,1414.141602,480,270
294,2.425475,-2.006624,-6.094314,0.590665,0.008790,-0.806779,0.012017,1414.141602,1414.141602,480,270
295,2.435538,-2.008276,-6.110106,0.601267,0.007121,-0.798961,0.009473,1414.141602,1414.141602,480,270
296,2.445496,-2.009893,-6.125721,0.611799,0.005387,-0.790964,0.006974,1414.141602,1414.141602,480,270
297,2.455340,-2.011476,-6.141150,0.622254,0.003587,-0.782794,0.004523,1414.141602,1414.141602,480,270
298,2.465060,-2.013023,-6.156389,0.632622,0.001725,-0.774456,0.002122,1414.141602,1414.141602,480,270
299,2.474644,-2.014534,-6.171431,0.642896,-0.000197,-0.765954,-0.000225,1414.141602,1414.141602,480,270
300,2.484082,-2.016009,-6.186272,0.653067,-0.002178,-0.757293,-0.002516,1414.141602,1414.141602,480,270
301,2.493365,-2.017446,-6.200905,0.663128,-0.004215,-0.748479,-0.004748,1414.141602,1414.141602,480,270
302,2.502481,-2.018844,-6.215326,0.673070,-0.006305,-0.739519,-0.006918,1414.141602,1414.141602,480,270
303,2.511420,-2.020204,-6.229526,0.682888,-0.008446,-0.730419,-0.009025,1414.141602,1414.141602,480,270
304,2.520171,-2.021523,-6.243503,0.692573,-0.010635,-0.721184,-0.011065,1414.141602,1414.141602,480,270
305,2.528726,-2.022802,-6.257250,0.702120,-0.012869,-0.711823,-0.013038,1414.141602,1414.141602,480,270
306,2.537072,-2.024040,-6.270761,0.711521,-0.015144,-0.702343,-0.014940,1414.141602,1414.141602,480,270
307,2.545199,-2.025236,-6.284030,0.720771,-0.017458,-0.692751,-0.016770,1414.141602,1414.141602,480,270
308,2.553098,-2.026389,-6.297053,0.729864,-0.019807,-0.683054,-0.018528,1414.141602,1414.141602,480,270
309,2.560758,-2.027498,-6.309822,0.738795,-0.022187,-0.673262,-0.020210,1414.141602,1414.141602,480,270
310,2.568168,-2.028564,-6.322334,0.747559,-0.024595,-0.663382,-0.021817,1414.141602,1414.141602,480,270
311,2.575318,-2.029584,-6.334580,0.756151,-0.027028,-0.653422,-0.023348,1414.141602,1414.141602,480,270
312,2.582197,-2.030560,-6.346558,0.764566,-0.029481,-0.643393,-0.024800,1414.141602,1414.141602,480,270
313,2.588796,-2.031488,-6.358260,0.772802,-0.031951,-0.633302,-0.026175,1414.141602,1414.141602,480,270
314,2.595103,-2.032370,-6.369680,0.780854,-0.034433,-0.623159,-0.027471,1414.141602,1414.141602,480,270
315,2.601109,-2.033204,-6.380814,0.788719,-0.036924,-0.612972,-0.028689,1414.141602,1414.141602,480,270
316,2.606802,-2.033989,-6.391656,0.796395,-0.039421,-0.602753,-0.029828,1414.141602,1414.141602,480,270
317,2.612173,-2.034725,-6.402200,0.803879,-0.041917,-0.592510,-0.030888,1414.141602,1414.141602,480,270
318,2.617211,-2.035411,-6.412439,0.811168,-0.044411,-0.582252,-0.031870,1414.141602,1414.141602,480,270
319,2.621907,-2.036047,-6.422369,0.818262,-0.046897,-0.571991,-0.032775,1414.141602,1414.141602,480,270
320,2.626248,-2.036631,-6.431985,0.825159,-0.049372,-0.561735,-0.033603,1414.141602,1414.141602,480,270
321,2.630224,-2.037162,-6.441278,0.831857,-0.051832,-0.551496,-0.034355,1414.141602,1414.141602,480,270
322,2.633827,-2.037641,-6.450246,0.838356,-0.054272,-0.541282,-0.035033,1414.141602,1414.141602,480,270
323,2.637045,-2.038067,-6.458882,0.844656,-0.056688,-0.531105,-0.035637,1414.141602,1414.141602,480,270
324,2.639868,-2.038438,-6.467179,0.850758,-0.059077,-0.520974,-0.036169,1414.141602,1414.141602,480,270
325,2.642284,-2.038754,-6.475135,0.856660,-0.061434,-0.510899,-0.036631,1414.141602,1414.141602,480,270
326,2.644285,-2.039014,-6.482740,0.862364,-0.063756,-0.500892,-0.037024,1414.141602,1414.141602,480,270
327,2.645860,-2.039218,-6.489991,0.867871,-0.066038,-0.490962,-0.037351,1414.141602,1414.141602,480,270
328,2.646997,-2.039365,-6.496881,0.873183,-0.068277,-0.481119,-0.037613,1414.141602,1414.141602,480,270
329,2.647687,-2.039453,-6.503406,0.878300,-0.070469,-0.471374,-0.037813,1414.141602,1414.141602,480,270
330,2.647919,-2.039483,-6.509558,0.883225,-0.072610,-0.461737,-0.037952,1414.141602,1414.141602,480,270
331,2.647505,-2.039483,-6.515436,0.888105,-0.074744,-0.451926,-0.038028,1414.141602,1414.141602,480,270
332,2.646281,-2.039484,-6.521143,0.893069,-0.076916,-0.441662,-0.038031,1414.141602,1414.141602,480,270
333,2.644274,-2.039484,-6.526680,0.898094,-0.079123,-0.430959,-0.037961,1414.141602,1414.141602,480,270
334,2.641513,-2.039484,-6.532052,0.903157,-0.081363,-0.419831,-0.037814,1414.141602,1414.141602,480,270
335,2.638026,-2.039484,-6.537259,0.908233,-0.083631,-0.408295,-0.037589,1414.141602,1414.141602,480,270
336,2.633840,-2.039484,-6.542305,0.913302,-0.085925,-0.396366,-0.037284,1414.141602,1414.141602,480,270
337,2.628983,-2.039485,-6.547191,0.918341,-0.088242,-0.384060,-0.036897,1414.141602,1414.141602,480,270
338,2.623485,-2.039485,-6.551920,0.923328,-0.090577,-0.371396,-0.036427,1414.141602,1414.141602,480,270
339,2.617372,-2.039485,-6.556497,0.928242,-0.092927,-0.358390,-0.035872,1414.141602,1414.141602,480,270
340,2.610672,-2.039485,-6.560921,0.933065,-0.095289,-0.345062,-0.035233,1414.141602,1414.141602,480,270
341,2.603413,-2.039485,-6.565196,0.937777,-0.097657,-0.331431,-0.034507,1414.141602,1414.141602,480,270
342,2.595624,-2.039486,-6.569325,0.942360,-0.100029,-0.317517,-0.033697,1414.141602,1414.141602,480,270
343,2.587332,-2.039486,-6.573308,0.946797,-0.102399,-0.303339,-0.032801,1414.141602,1414.141602,480,270
344,2.578564,-2.039486,-6.577151,0.951071,-0.104765,-0.288920,-0.031819,1414.141602,1414.141602,480,270
345,2.569350,-2.039486,-6.580855,0.955170,-0.107121,-0.274282,-0.030754,1414.141602,1414.141602,480,270
346,2.559717,-2.039486,-6.584422,0.959077,-0.109464,-0.259445,-0.029605,1414.141602,1414.141602,480,270
347,2.549693,-2.039487,-6.587854,0.962782,-0.111789,-0.244434,-0.028375,1414.141602,1414.141602,480,270
348,2.539305,-2.039487,-6.591155,0.966274,-0.114092,-0.229272,-0.027065,1414.141602,1414.141602,480,270
349,2.528583,-2.039487,-6.594327,0.969541,-0.116369,-0.213982,-0.025677,1414.141602,1414.141602,480,270
350,2.517553,-2.039487,-6.597372,0.972577,-0.118617,-0.198589,-0.024214,1414.141602,1414.141602,480,270
351,2.506243,-2.039487,-6.600293,0.975373,-0.120831,-0.183118,-0.022679,1414.141602,1414.141602,480,270
352,2.494683,-2.039487,-6.603091,0.977925,-0.123007,-0.167592,-0.021074,1414.141602,1414.141602,480,270
353,2.482898,-2.039487,-6.605772,0.980228,-0.125143,-0.152038,-0.019404,1414.141602,1414.141602,480,270
354,2.470919,-2.039488,-6.608334,0.982279,-0.127234,-0.136480,-0.017672,1414.141602,1414.141602,480,270
355,2.458771,-2.039488,-6.610782,0.984077,-0.129277,-0.120945,-0.015882,1414.141602,1414.141602,480,270
356,2.446484,-2.039488,-6.613119,0.985622,-0.131269,-0.105456,-0.014039,1414.141602,1414.141602,480,270
357,2.434086,-2.039488,-6.615346,0.986915,-0.133207,-0.090041,-0.012147,1414.141602,1414.141602,480,270
358,2.421603,-2.039488,-6.617466,0.987959,-0.135090,-0.074725,-0.010211,1414.141602,1414.141602,480,270
359,2.409065,-2.039488,-6.619483,0.988758,-0.136913,-0.059532,-0.008237,1414.141602,1414.141602,480,270
360,2.396498,-2.039488,-6.621397,0.989318,-0.138676,-0.044488,-0.006230,1414.141602,1414.141602,480,270
361,2.383932,-2.039488,-6.623211,0.989646,-0.140375,-0.029619,-0.004195,1414.141602,1414.141602,480,270
362,2.371393,-2.039488,-6.624929,0.989750,-0.142011,-0.014949,-0.002139,1414.141602,1414.141602,480,270
363,2.358911,-2.039489,-6.626552,0.989639,-0.143581,-0.000503,-0.000067,1414.141602,1414.141602,480,270
364,2.346512,-2.039489,-6.628084,0.989323,-0.145083,0.013695,0.002015,1414.141602,1414.141602,480,270
365,2.334225,-2.039489,-6.629526,0.988814,-0.146519,0.027622,0.004099,1414.141602,1414.141602,480,270
366,2.322078,-2.039489,-6.630880,0.988124,-0.147886,0.041252,0.006180,1414.141602,1414.141602,480,270
367,2.310098,-2.039489,-6.632151,0.987268,-0.149184,0.054565,0.008251,1414.141602,1414.141602,480,270
368,2.298314,-2.039489,-6.633339,0.986260,-0.150415,0.067535,0.010306,1414.141602,1414.141602,480,270
369,2.286753,-2.039489,-6.634448,0.985114,-0.151577,0.080142,0.012337,1414.141602,1414.141602,480,270
370,2.275444,-2.039489,-6.635480,0.983847,-0.152671,0.092363,0.014339,1414.141602,1414.141602,480,270
371,2.264414,-2.039489,-6.636437,0.982476,-0.153699,0.104177,0.016304,1414.141602,1414.141602,480,270
372,2.253691,-2.039489,-6.637322,0.981017,-0.154660,0.115562,0.018225,1414.141602,1414.141602,480,270
373,2.243304,-2.039489,-6.638138,0.979488,-0.155556,0.126499,0.020096,1414.141602,1414.141602,480,270
374,2.233279,-2.039489,-6.638886,0.977907,-0.156389,0.136967,0.021910,1414.141602,1414.141602,480,270
375,2.223646,-2.039489,-6.639571,0.976293,-0.157159,0.146946,0.023661,1414.141602,1414.141602,480,270
376,2.214432,-2.039489,-6.640192,0.974664,-0.157869,0.156416,0.025342,1414.141602,1414.141602,480,270
377,2.205665,-2.039489,-6.640754,0.973037,-0.158520,0.165359,0.026945,1414.141602,1414.141602,480,270
378,2.197373,-2.039489,-6.641259,0.971433,-0.159113,0.173756,0.028466,1414.141602,1414.141602,480,270
379,2.189583,-2.039489,-6.641709,0.969868,-0.159651,0.181587,0.029898,1414.141602,1414.141602,480,270
380,2.182324,-2.039489,-6.642107,0.968361,-0.160135,0.188834,0.031233,1414.141602,1414.141602,480,270
381,2.175625,-2.039489,-6.642456,0.966929,-0.160567,0.195480,0.032467,1414.141602,1414.141602,480,270
382,2.169511,-2.039489,-6.642757,0.965589,-0.160948,0.201505,0.033594,1414.141602,1414.141602,480,270
383,2.164013,-2.039489,-6.643013,0.964358,-0.161281,0.206892,0.034607,1414.141602,1414.141602,480,270
384,2.159157,-2.039489,-6.643228,0.963251,-0.161567,0.211622,0.035502,1414.141602,1414.141602,480,270
385,2.154971,-2.039489,-6.643402,0.962282,-0.161807,0.215676,0.036272,1414.141602,1414.141602,480,270
386,2.151484,-2.039489,-6.643539,0.961465,-0.162002,0.219037,0.036913,1414.141602,1414.141602,480,270
387,2.148723,-2.039489,-6.643642,0.960813,-0.162153,0.221684,0.037419,1414.141602,1414.141602,480,270
388,2.146716,-2.039489,-6.643711,0.960337,-0.162260,0.223600,0.037786,1414.141602,1414.141602,480,270
389,2.145491,-2.039489,-6.643752,0.960045,-0.162325,0.224764,0.038010,1414.141602,1414.141602,480,270
390,2.145077,-2.039489,-6.643764,0.959947,-0.162347,0.225157,0.038085,1414.141602,1414.141602,480,270
391,2.145028,-2.039316,-6.643131,0.959945,-0.162349,0.225160,0.038086,1414.141602,1414.141602,480,270
392,2.144888,-2.038805,-6.641260,0.959942,-0.162355,0.225168,0.038089,1414.141602,1414.141602,480,270
393,2.144673,-2.037967,-6.638193,0.959937,-0.162365,0.225182,0.038094,1414.141602,1414.141602,480,270
394,2.144395,-2.036814,-6.633973,0.959931,-0.162378,0.225200,0.038100,1414.141602,1414.141602,480,270
395,2.144069,-2.035357,-6.628643,0.959923,-0.162393,0.225220,0.038108,1414.141602,1414.141602,480,270
396,2.143708,-2.033610,-6.622245,0.959914,-0.162410,0.225243,0.038116,1414.141602,1414.141602,480,270
397,2.143326,-2.031582,-6.614823,0.959905,-0.162428,0.225267,0.038124,1414.141602,1414.141602,480,270
398,2.142936,-2.029285,-6.606419,0.959896,-0.162446,0.225292,0.038133,1414.141602,1414.141602,480,270
399,2.142553,-2.026732,-6.597075,0.959887,-0.162463,0.225316,0.038142,1414.141602,1414.141602,480,270
400,2.142191,-2.023934,-6.586836,0.959879,-0.162480,0.225339,0.038150,1414.141602,1414.141602,480,270
401,2.141862,-2.020903,-6.575741,0.959871,-0.162495,0.225360,0.038157,1414.141602,1414.141602,480,270
402,2.141581,-2.017650,-6.563836,0.959864,-0.162508,0.225378,0.038164,1414.141602,1414.141602,480,270
403,2.141362,-2.014187,-6.551162,0.959859,-0.162518,0.225392,0.038169,1414.141602,1414.141602,480,270
404,2.141218,-2.010526,-6.537762,0.959856,-0.162525,0.225401,0.038172,1414.141602,1414.141602,480,270
405,2.141163,-2.006678,-6.523680,0.959854,-0.162528,0.225404,0.038173,1414.141602,1414.141602,480,270
406,2.141211,-2.002655,-6.508957,0.959856,-0.162525,0.225401,0.038172,1414.141602,1414.141602,480,270
407,2.141376,-1.998469,-6.493636,0.959859,-0.162518,0.225391,0.038168,1414.141602,1414.141602,480,270
408,2.141670,-1.994131,-6.477759,0.959866,-0.162504,0.225372,0.038162,1414.141602,1414.141602,480,270
409,2.142109,-1.989653,-6.461371,0.959877,-0.162484,0.225344,0.038152,1414.141602,1414.141602,480,270
410,2.142706,-1.985047,-6.444513,0.959891,-0.162456,0.225307,0.038138,1414.141602,1414.141602,480,270
411,2.143475,-1.980324,-6.427227,0.959909,-0.162421,0.225258,0.038121,1414.141602,1414.141602,480,270
412,2.144428,-1.975496,-6.409559,0.959931,-0.162377,0.225198,0.038100,1414.141602,1414.141602,480,270
413,2.145581,-1.970575,-6.391548,0.959959,-0.162323,0.225125,0.038074,1414.141602,1414.141602,480,270
414,2.146947,-1.965572,-6.373238,0.959991,-0.162260,0.225038,0.038043,1414.141602,1414.141602,480,270
415,2.148540,-1.960499,-6.354672,0.960028,-0.162187,0.224937,0.038007,1414.141602,1414.141602,480,270
416,2.150373,-1.955367,-6.335892,0.960071,-0.162102,0.224821,0.037966,1414.141602,1414.141602,480,270
417,2.152460,-1.950189,-6.316942,0.960120,-0.162005,0.224689,0.037919,1414.141602,1414.141602,480,270
418,2.154815,-1.944976,-6.297863,0.960176,-0.161896,0.224540,0.037867,1414.141602,1414.141602,480,270
419,2.157452,-1.939740,-6.278700,0.960238,-0.161774,0.224373,0.037807,1414.141602,1414.141602,480,270
420,2.160384,-1.934492,-6.259493,0.960306,-0.161639,0.224188,0.037742,1414.141602,1414.141602,480,270
421,2.163626,-1.929244,-6.240287,0.960382,-0.161489,0.223983,0.037669,1414.141602,1414.141602,480,270
422,2.167191,-1.924007,-6.221124,0.960466,-0.161324,0.223757,0.037590,1414.141602,1414.141602,480,270
423,2.171092,-1.918794,-6.202044,0.960557,-0.161143,0.223510,0.037503,1414.141602,1414.141602,480,270
424,2.175344,-1.913616,-6.183095,0.960656,-0.160946,0.223240,0.037408,1414.141602,1414.141602,480,270
425,2.179960,-1.908484,-6.164315,0.960764,-0.160732,0.222948,0.037305,1414.141602,1414.141602,480,270
426,2.184954,-1.903411,-6.145750,0.960881,-0.160501,0.222632,0.037194,1414.141602,1414.141602,480,270
427,2.190341,-1.898408,-6.127439,0.961006,-0.160251,0.222290,0.037074,1414.141602,1414.141602,480,270
428,2.196132,-1.893486,-6.109429,0.961140,-0.159983,0.221923,0.036946,1414.141602,1414.141602,480,270
429,2.202343,-1.888658,-6.091760,0.961284,-0.159695,0.221529,0.036808,1414.141602,1414.141602,480,270
430,2.208987,-1.883934,-6.074474,0.961438,-0.159386,0.221108,0.036662,1414.141602,1414.141602,480,270
431,2.216078,-1.879328,-6.057616,0.961602,-0.159057,0.220658,0.036505,1414.141602,1414.141602,480,270
432,2.223630,-1.874849,-6.041228,0.961776,-0.158706,0.220179,0.036339,1414.141602,1414.141602,480,270
433,2.231656,-1.870511,-6.025352,0.961961,-0.158334,0.219669,0.036163,1414.141602,1414.141602,480,270
434,2.240170,-1.866324,-6.010031,0.962156,-0.157938,0.219128,0.035976,1414.141602,1414.141602,480,270
435,2.249186,-1.862300,-5.995307,0.962362,-0.157519,0.218555,0.035780,1414.141602,1414.141602,480,270
436,2.258718,-1.858452,-5.981225,0.962580,-0.157075,0.217950,0.035572,1414.141602,1414.141602,480,270
437,2.268779,-1.854790,-5.967825,0.962809,-0.156607,0.217310,0.035353,1414.141602,1414.141602,480,270
438,2.279383,-1.851326,-5.955151,0.963049,-0.156113,0.216635,0.035124,1414.141602,1414.141602,480,270
439,2.290544,-1.848072,-5.943246,0.963302,-0.155593,0.215925,0.034883,1414.141602,1414.141602,480,270
440,2.302276,-1.845040,-5.932151,0.963566,-0.155045,0.215178,0.034630,1414.141602,1414.141602,480,270
441,2.314592,-1.842241,-5.921912,0.963843,-0.154471,0.214394,0.034366,1414.141602,1414.141602,480,270
442,2.327507,-1.839687,-5.912568,0.964132,-0.153868,0.213570,0.034091,1414.141602,1414.141602,480,270
443,2.341033,-1.837390,-5.904164,0.964433,-0.153235,0.212708,0.033803,1414.141602,1414.141602,480,270
444,2.355186,-1.835361,-5.896742,0.964747,-0.152573,0.211805,0.033503,1414.141602,1414.141602,480,270
445,2.369977,-1.833612,-5.890345,0.965074,-0.151881,0.210861,0.033191,1414.141602,1414.141602,480,270
446,2.385423,-1.832154,-5.885015,0.965414,-0.151157,0.209874,0.032867,1414.141602,1414.141602,480,270
447,2.401535,-1.831000,-5.880795,0.965767,-0.150402,0.208844,0.032531,1414.141602,1414.141602,480,270
448,2.418328,-1.830161,-5.877727,0.966132,-0.149614,0.207770,0.032182,1414.141602,1414.141602,480,270
449,2.435816,-1.829648,-5.875855,0.966511,-0.148792,0.206651,0.031820,1414.141602,1414.141602,480,270
450,2.454011,-1.829474,-5.875223,0.966903,-0.147937,0.205485,0.031446,1414.141602,1414.141602,480,270
451,2.473917,-1.829472,-5.875298,0.967374,-0.146999,0.204003,0.031006,1414.141602,1414.141602,480,270
452,2.496442,-1.829471,-5.875520,0.967983,-0.145934,0.201951,0.030453,1414.141602,1414.141602,480,270
453,2.521466,-1.829470,-5.875883,0.968721,-0.144747,0.199352,0.029794,1414.141602,1414.141602,480,270
454,2.548867,-1.829469,-5.876380,0.969575,-0.143442,0.196228,0.029037,1414.141602,1414.141602,480,270
455,2.578523,-1.829468,-5.877007,0.970536,-0.142023,0.192602,0.028191,1414.141602,1414.141602,480,270
456,2.610311,-1.829466,-5.877756,0.971590,-0.140496,0.188496,0.027264,1414.141602,1414.141602,480,270
457,2.644111,-1.829465,-5.878621,0.972726,-0.138863,0.183934,0.026264,1414.141602,1414.141602,480,270
458,2.679800,-1.829465,-5.879598,0.973931,-0.137130,0.178937,0.025201,1414.141602,1414.141602,480,270
459,2.717257,-1.829464,-5.880679,0.975193,-0.135301,0.173529,0.024082,1414.141602,1414.141602,480,270
460,2.756360,-1.829463,-5.881859,0.976499,-0.133380,0.167731,0.022917,1414.141602,1414.141602,480,270
461,2.796986,-1.829462,-5.883132,0.977837,-0.131372,0.161568,0.021713,1414.141602,1414.141602,480,270
462,2.839015,-1.829461,-5.884491,0.979195,-0.129282,0.155061,0.020479,1414.141602,1414.141602,480,270
463,2.882325,-1.829460,-5.885932,0.980560,-0.127115,0.148235,0.019223,1414.141602,1414.141602,480,270
464,2.926793,-1.829460,-5.887447,0.981922,-0.124876,0.141113,0.017953,1414.141602,1414.141602,480,270
465,2.972298,-1.829459,-5.889031,0.983269,-0.122569,0.133719,0.016675,1414.141602,1414.141602,480,270
466,3.018718,-1.829458,-5.890678,0.984591,-0.120201,0.126076,0.015398,1414.141602,1414.141602,480,270
467,3.065931,-1.829458,-5.892383,0.985878,-0.117778,0.118209,0.014128,1414.141602,1414.141602,480,270
468,3.113816,-1.829457,-5.894137,0.987121,-0.115304,0.110142,0.012872,1414.141602,1414.141602,480,270
469,3.162251,-1.829456,-5.895937,0.988312,-0.112787,0.101900,0.011636,1414.141602,1414.141602,480,270
470,3.211113,-1.829456,-5.897776,0.989443,-0.110233,0.093507,0.010424,1414.141602,1414.141602,480,270
471,3.260282,-1.829455,-5.899647,0.990507,-0.107648,0.084990,0.009243,1414.141602,1414.141602,480,270
472,3.309634,-1.829455,-5.901546,0.991498,-0.105038,0.076373,0.008098,1414.141602,1414.141602,480,270
473,3.359049,-1.829454,-5.903465,0.992412,-0.102412,0.067681,0.006991,1414.141602,1414.141602,480,270
474,3.408405,-1.829454,-5.905400,0.993245,-0.099775,0.058941,0.005927,1414.141602,1414.141602,480,270
475,3.457580,-1.829454,-5.907343,0.993993,-0.097135,0.050178,0.004910,1414.141602,1414.141602,480,270
476,3.506452,-1.829453,-5.909290,0.994655,-0.094499,0.041418,0.003942,1414.141602,1414.141602,480,270
477,3.554899,-1.829453,-5.911233,0.995229,-0.091876,0.032687,0.003024,1414.141602,1414.141602,480,270
478,3.602799,-1.829453,-5.913168,0.995716,-0.089271,0.024012,0.002159,1414.141602,1414.141602,480,270
479,3.650031,-1.829453,-5.915087,0.996115,-0.086693,0.015417,0.001348,1414.141602,1414.141602,480,270
480,3.696474,-1.829452,-5.916986,0.996429,-0.084149,0.006930,0.000592,1414.141602,1414.141602,480,270
481,3.742004,-1.829452,-5.918857,0.996660,-0.081648,-0.001424,-0.000110,1414.141602,1414.141602,480,270
482,3.786500,-1.829452,-5.920696,0.996812,-0.079196,-0.009618,-0.000757,1414.141602,1414.141602,480,270
483,3.829841,-1.829452,-5.922497,0.996890,-0.076802,-0.017627,-0.001351,1414.141602,1414.141602,480,270
484,3.871905,-1.829452,-5.924251,0.996897,-0.074473,-0.025424,-0.001893,1414.141602,1414.141602,480,270
485,3.912570,-1.829452,-5.925955,0.996841,-0.072217,-0.032984,-0.002383,1414.141602,1414.141602,480,270
486,3.951714,-1.829451,-5.927602,0.996727,-0.070041,-0.040281,-0.002824,1414.141602,1414.141602,480,270
487,3.989214,-1.829451,-5.929186,0.996562,-0.067953,-0.047289,-0.003218,1414.141602,1414.141602,480,270
488,4.024951,-1.829451,-5.930702,0.996354,-0.065961,-0.053983,-0.003567,1414.141602,1414.141602,480,270
489,4.058801,-1.829451,-5.932142,0.996112,-0.064072,-0.060338,-0.003874,1414.141602,1414.141602,480,270
